Player,Year,PPG,APG,RPG,SPG,BPG,FG%,eFG%,2P%,3P%,FT%,PTS,AST,TRB,STL,BLK,FG,FGA,MP,G,3P,3PA,2P,2PA
John McCullough,1982,2.625,0.375,0.5,0.25,0.0,0.692,0.692,0.692,,0.6,21,3,4.0,2.0,0.0,9,13,23.0,8,0.0,0.0,9,13
Hank McDowell,1982,3.1666666666666665,0.6666666666666666,3.3333333333333335,0.2,0.26666666666666666,0.405,0.405,0.405,,0.659,95,20,100.0,6.0,8.0,34,84,335.0,30,0.0,0.0,34,84
Mike McGee,1982,4.897435897435898,0.41025641025641024,1.2564102564102564,0.46153846153846156,0.07692307692307693,0.465,0.465,0.476,0.0,0.585,191,16,49.0,18.0,3.0,80,172,352.0,39,0.0,4.0,80,168
Kevin McKenna,1982,1.8611111111111112,0.3888888888888889,0.8055555555555556,0.2777777777777778,0.05555555555555555,0.322,0.322,0.329,0.0,0.647,67,14,29.0,10.0,2.0,28,87,237.0,36,0.0,2.0,28,85
Larry Nance,1982,6.6125,1.025,3.2,0.525,0.8875,0.521,0.521,0.522,0.0,0.641,529,82,256.0,42.0,71.0,227,436,1186.0,80,0.0,1.0,227,435
Kurt Nimphius,1982,5.349206349206349,0.9682539682539683,4.682539682539683,0.2698412698412698,1.3015873015873016,0.461,0.461,0.461,,0.583,337,61,295.0,17.0,82.0,137,297,1085.0,63,0.0,0.0,137,297
Mark Radford,1982,3.372093023255814,1.3255813953488371,0.6744186046511628,0.37209302325581395,0.046511627906976744,0.54,0.55,0.536,0.667,0.507,145,57,29.0,16.0,2.0,54,100,369.0,43,2.0,3.0,52,97
Ed Rains,1982,3.9183673469387754,0.8163265306122449,1.6326530612244898,0.3673469387755102,0.04081632653061224,0.435,0.435,0.44,0.0,0.594,192,40,80.0,18.0,2.0,77,177,637.0,49,0.0,2.0,77,175
Kurt Rambis,1982,4.609375,0.875,5.4375,0.9375,1.1875,0.518,0.518,0.52,0.0,0.504,295,56,348.0,60.0,76.0,118,228,1131.0,64,0.0,1.0,118,227
Jeff Ruland,1982,14.426829268292684,1.6341463414634145,9.292682926829269,0.5365853658536586,0.7073170731707317,0.561,0.561,0.562,0.333,0.752,1183,134,762.0,44.0,58.0,420,749,2214.0,82,1.0,3.0,419,746
Danny Schayes,1982,7.853658536585366,1.7804878048780488,5.2073170731707314,0.5609756097560976,0.8780487804878049,0.481,0.481,0.482,0.0,0.757,644,146,427.0,46.0,72.0,252,524,1623.0,82,0.0,1.0,252,523
Jim Smith,1982,2.9305555555555554,0.6388888888888888,2.5277777777777777,0.3055555555555556,0.7083333333333334,0.509,0.509,0.509,,0.459,211,46,182.0,22.0,51.0,86,169,858.0,72,0.0,0.0,86,169
Larry Spriggs,1982,3.5,1.0,1.5,0.5,0.0,0.636,0.636,0.636,,0.0,14,4,6.0,2.0,0.0,7,11,37.0,4,0.0,0.0,7,11
Isiah Thomas*,1982,17.01388888888889,7.847222222222222,2.9027777777777777,2.0833333333333335,0.2361111111111111,0.424,0.432,0.432,0.288,0.704,1225,565,209.0,150.0,17.0,453,1068,2433.0,72,17.0,59.0,436,1009
Ray Tolbert,1982,3.421875,0.515625,1.96875,0.1875,0.25,0.495,0.495,0.5,0.0,0.543,219,33,126.0,12.0,16.0,100,202,607.0,64,0.0,2.0,100,200
Kelly Tripucka,1982,21.609756097560975,3.292682926829268,5.402439024390244,1.0853658536585367,0.1951219512195122,0.496,0.498,0.501,0.227,0.797,1772,270,443.0,89.0,16.0,636,1281,3077.0,82,5.0,22.0,631,1259
Elston Turner,1982,8.2625,2.3625,3.7625,0.9375,0.025,0.441,0.441,0.444,0.0,0.703,661,189,301.0,75.0,2.0,282,639,1996.0,80,0.0,4.0,282,635
Darnell Valentine,1982,6.414634146341464,3.292682926829268,1.8170731707317074,1.146341463414634,0.036585365853658534,0.413,0.413,0.421,0.0,0.76,526,270,149.0,94.0,3.0,187,453,1387.0,82,0.0,9.0,187,444
Pete Verhoeven,1982,4.915492957746479,0.7323943661971831,3.5774647887323945,0.5915492957746479,0.30985915492957744,0.503,0.503,0.503,,0.708,349,52,254.0,42.0,22.0,149,296,1207.0,71,0.0,0.0,149,296
Jay Vincent,1982,21.382716049382715,2.1728395061728394,6.9753086419753085,1.0987654320987654,0.2716049382716049,0.497,0.497,0.497,0.25,0.716,1732,176,565.0,89.0,22.0,719,1448,2626.0,81,1.0,4.0,718,1444
Danny Vranes,1982,4.87012987012987,0.7272727272727273,2.5714285714285716,0.36363636363636365,0.2727272727272727,0.546,0.546,0.548,0.0,0.601,375,56,198.0,28.0,21.0,143,262,1075.0,77,0.0,1.0,143,261
Buck Williams,1982,15.463414634146341,1.3048780487804879,12.25609756097561,1.024390243902439,1.024390243902439,0.582,0.582,0.583,0.0,0.624,1268,107,1005.0,84.0,84.0,513,881,2825.0,82,0.0,1.0,513,880
Herb Williams,1982,11.487804878048781,1.6951219512195121,7.378048780487805,0.6463414634146342,2.1707317073170733,0.477,0.478,0.478,0.286,0.67,942,139,605.0,53.0,178.0,407,854,2277.0,82,2.0,7.0,405,847
Garry Witts,1982,2.869565217391304,0.8260869565217391,1.3478260869565217,0.3695652173913043,0.08695652173913043,0.583,0.589,0.585,0.5,0.825,132,38,62.0,17.0,4.0,49,84,493.0,46,1.0,2.0,48,82
Al Wood,1982,9.458333333333334,1.2083333333333333,2.7916666666666665,0.6458333333333334,0.1875,0.47,0.474,0.493,0.125,0.782,454,58,134.0,31.0,9.0,179,381,930.0,48,3.0,24.0,176,357
Howard Wood,1982,3.4285714285714284,0.21428571428571427,1.5476190476190477,0.19047619047619047,0.14285714285714285,0.458,0.458,0.462,0.0,0.654,144,9,65.0,8.0,6.0,55,120,342.0,42,0.0,1.0,55,119
Orlando Woolridge,1982,7.306666666666667,1.08,3.026666666666667,0.30666666666666664,0.32,0.513,0.513,0.517,0.0,0.699,548,81,227.0,23.0,24.0,202,394,1188.0,75,0.0,3.0,202,391
Rich Yonakor,1982,3.3,0.3,2.7,0.1,0.2,0.538,0.538,0.538,,0.714,33,3,27.0,1.0,2.0,14,26,70.0,10,0.0,0.0,14,26
Dwight Anderson,1983,4.2,0.6,0.4,0.2,0.0,0.5,0.5,0.5,,0.7,21,3,2.0,1.0,0.0,7,14,33.0,5,0.0,0.0,7,14
J.J. Anderson,1983,7.384615384615385,1.0307692307692307,4.523076923076923,0.9692307692307692,0.3230769230769231,0.501,0.501,0.507,0.0,0.571,480,67,294.0,63.0,21.0,190,379,1202.0,65,0.0,4.0,190,375
Richard Anderson,1983,5.166666666666667,1.5384615384615385,3.4871794871794872,0.7307692307692307,0.3333333333333333,0.404,0.412,0.405,0.368,0.696,403,120,272.0,57.0,26.0,174,431,1274.0,78,7.0,19.0,167,412
John Bagley,1983,5.676470588235294,2.4558823529411766,1.411764705882353,0.7941176470588235,0.07352941176470588,0.432,0.432,0.448,0.0,0.762,386,167,96.0,54.0,5.0,161,373,990.0,68,0.0,14.0,161,359
Dave Batton,1983,3.2962962962962963,0.5370370370370371,2.2037037037037037,0.2777777777777778,0.24074074074074073,0.445,0.445,0.452,0.0,0.471,178,29,119.0,15.0,13.0,85,191,558.0,54,0.0,3.0,85,188
Lester Conner,1983,4.92,3.3733333333333335,2.9466666666666668,1.5466666666666666,0.09333333333333334,0.479,0.479,0.485,0.0,0.699,369,253,221.0,116.0,7.0,145,303,1416.0,75,0.0,4.0,145,299
Chubby Cox,1983,4.142857142857143,0.8571428571428571,1.4285714285714286,0.0,0.14285714285714285,0.351,0.351,0.371,0.0,0.5,29,6,10.0,0.0,1.0,13,37,78.0,7,0.0,2.0,13,35
Terry Cummings,1983,23.714285714285715,2.5285714285714285,10.628571428571428,1.8428571428571427,0.8857142857142857,0.523,0.523,0.523,0.0,0.709,1660,177,744.0,129.0,62.0,684,1309,2531.0,70,0.0,1.0,684,1308
Quintin Dailey,1983,15.144736842105264,3.6842105263157894,3.4210526315789473,0.9473684210526315,0.13157894736842105,0.466,0.469,0.473,0.2,0.73,1151,280,260.0,72.0,10.0,470,1008,2081.0,76,5.0,25.0,465,983
Mark Eaton,1983,4.333333333333333,1.382716049382716,5.703703703703703,0.2962962962962963,3.3950617283950617,0.414,0.414,0.415,0.0,0.656,351,112,462.0,24.0,275.0,146,353,1528.0,81,0.0,1.0,146,352
Jerry Eaves,1983,9.28048780487805,2.5609756097560976,1.4878048780487805,0.6219512195121951,0.036585365853658534,0.487,0.488,0.492,0.125,0.81,761,210,122.0,51.0,3.0,280,575,1588.0,82,1.0,8.0,279,567
Keith Edmonson,1983,3.5,0.6875,1.21875,0.34375,0.1875,0.345,0.345,0.35,0.0,0.593,112,22,39.0,11.0,6.0,48,139,309.0,32,0.0,2.0,48,137
Chris Engler,1983,1.5,0.2037037037037037,1.9259259259259258,0.12962962962962962,0.3148148148148148,0.404,0.404,0.404,,0.313,81,11,104.0,7.0,17.0,38,94,369.0,54,0.0,0.0,38,94
Bruce Flowers,1983,4.9245283018867925,0.8867924528301887,3.3962264150943398,0.3584905660377358,0.22641509433962265,0.534,0.534,0.539,0.0,0.774,261,47,180.0,19.0,12.0,110,206,699.0,53,0.0,2.0,110,204
Sleepy Floyd,1983,8.052631578947368,1.8157894736842106,1.8026315789473684,0.7631578947368421,0.2236842105263158,0.429,0.438,0.43,0.4,0.833,612,138,137.0,58.0,17.0,226,527,1248.0,76,10.0,25.0,216,502
Bill Garnett,1983,6.253333333333333,1.3733333333333333,5.413333333333333,0.64,0.9333333333333333,0.533,0.533,0.538,0.0,0.741,469,103,406.0,48.0,70.0,170,319,1411.0,75,0.0,3.0,170,316
John Greig,1983,2.111111111111111,0.0,0.6666666666666666,0.0,0.1111111111111111,0.538,0.538,0.538,,0.833,19,0,6.0,0.0,1.0,7,13,26.0,9,0.0,0.0,7,13
Scott Hastings,1983,1.1935483870967742,0.0967741935483871,1.3225806451612903,0.1935483870967742,0.03225806451612903,0.342,0.342,0.371,0.0,0.55,37,3,41.0,6.0,1.0,13,38,140.0,31,0.0,3.0,13,35
Rod Higgins,1983,10.341463414634147,2.1341463414634148,4.463414634146342,0.8048780487804879,0.7926829268292683,0.448,0.458,0.457,0.317,0.792,848,175,366.0,66.0,65.0,313,698,2196.0,82,13.0,41.0,300,657
Craig Hodges,1983,9.868421052631579,3.6184210526315788,1.605263157894737,1.0789473684210527,0.05263157894736842,0.452,0.466,0.485,0.222,0.723,750,275,122.0,82.0,4.0,318,704,2022.0,76,20.0,90.0,298,614
Marc Iavaroni,1983,5.05,1.0375,4.1125,0.4,0.55,0.462,0.462,0.464,0.0,0.69,404,83,329.0,32.0,44.0,163,353,1612.0,80,0.0,2.0,163,351
Jim Johnstone,1983,1.3478260869565217,0.4782608695652174,2.0,0.13043478260869565,0.30434782608695654,0.367,0.367,0.367,,0.45,31,11,46.0,3.0,7.0,11,30,191.0,23,0.0,0.0,11,30
Hutch Jones,1983,4.444444444444445,0.4444444444444444,1.8888888888888888,0.3333333333333333,0.0,0.459,0.459,0.459,,1.0,40,4,17.0,3.0,0.0,17,37,85.0,9,0.0,0.0,17,37
Clark Kellogg,1983,20.061728395061728,2.753086419753086,10.617283950617283,1.7407407407407407,0.5308641975308642,0.479,0.48,0.482,0.222,0.741,1625,223,860.0,141.0,43.0,680,1420,2761.0,81,4.0,18.0,676,1402
Joe Kopicki,1983,3.9411764705882355,0.5294117647058824,3.6470588235294117,0.5294117647058824,0.11764705882352941,0.451,0.451,0.46,0.0,0.84,67,9,62.0,9.0,2.0,23,51,201.0,17,0.0,1.0,23,50
Fat Lever,1983,7.814814814814815,5.2592592592592595,2.7777777777777777,1.8888888888888888,0.18518518518518517,0.431,0.435,0.434,0.333,0.73,633,426,225.0,153.0,15.0,256,594,2020.0,81,5.0,15.0,251,579
Cliff Levingston,1983,5.580645161290323,0.8387096774193549,3.7419354838709675,0.3709677419354839,0.5806451612903226,0.485,0.485,0.487,0.0,0.571,346,52,232.0,23.0,36.0,131,270,879.0,62,0.0,1.0,131,269
Steve Lingenfelter,1983,1.1428571428571428,0.5714285714285714,1.7142857142857142,0.14285714285714285,0.42857142857142855,0.667,0.667,0.667,,0.0,8,4,12.0,1.0,3.0,4,6,53.0,7,0.0,0.0,4,6
Dave Magley,1983,0.8571428571428571,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.0,0.25,0.25,0.267,0.0,0.5,12,2,10.0,2.0,0.0,4,16,56.0,14,0.0,1.0,4,15
Mark McNamara,1983,2.1666666666666665,0.19444444444444445,2.111111111111111,0.08333333333333333,0.08333333333333333,0.453,0.453,0.453,,0.444,78,7,76.0,3.0,3.0,29,64,182.0,36,0.0,0.0,29,64
Guy Morgan,1983,1.875,0.875,2.125,0.25,0.0,0.292,0.292,0.292,,0.25,15,7,17.0,2.0,0.0,7,24,46.0,8,0.0,0.0,7,24
Ed Nealy,1983,4.439024390243903,0.7560975609756098,5.914634146341464,0.8292682926829268,0.14634146341463414,0.595,0.595,0.595,,0.614,364,62,485.0,68.0,12.0,147,247,1643.0,82,0.0,0.0,147,247
Chuck Nevitt,1983,3.8333333333333335,0.0,2.8333333333333335,0.16666666666666666,2.0,0.733,0.733,0.733,,0.25,23,0,17.0,1.0,12.0,11,15,64.0,6,0.0,0.0,11,15
Audie Norris,1983,2.2,0.8,2.3,0.43333333333333335,0.06666666666666667,0.413,0.413,0.413,,0.467,66,24,69.0,13.0,2.0,26,63,311.0,30,0.0,0.0,26,63
Eddie Phillips,1983,3.1666666666666665,0.6041666666666666,1.6041666666666667,0.2916666666666667,0.16666666666666666,0.406,0.406,0.412,0.0,0.678,152,29,77.0,14.0,8.0,56,138,416.0,48,0.0,2.0,56,136
Ricky Pierce,1983,2.1794871794871793,0.358974358974359,0.8974358974358975,0.20512820512820512,0.10256410256410256,0.375,0.381,0.395,0.143,0.563,85,14,35.0,8.0,4.0,33,88,265.0,39,1.0,7.0,32,81
Charles Pittman,1983,2.25,0.25,1.1071428571428572,0.07142857142857142,0.25,0.475,0.475,0.487,0.0,0.676,63,7,31.0,2.0,7.0,19,40,170.0,28,0.0,1.0,19,39
Paul Pressey,1983,6.734177215189874,2.6202531645569622,3.5569620253164556,1.2531645569620253,0.5949367088607594,0.457,0.458,0.464,0.111,0.597,532,207,281.0,99.0,47.0,213,466,1528.0,79,1.0,9.0,212,457
Oliver Robinson,1983,2.8857142857142857,0.6,0.4857142857142857,0.11428571428571428,0.05714285714285714,0.361,0.366,0.395,0.091,0.667,101,21,17.0,4.0,2.0,35,97,147.0,35,1.0,11.0,34,86
Walker Russell,1983,2.6911764705882355,1.9264705882352942,1.0735294117647058,0.23529411764705882,0.014705882352941176,0.364,0.37,0.392,0.111,0.81,183,131,73.0,16.0,1.0,67,184,757.0,68,2.0,18.0,65,166
Mike Sanders,1983,7.038461538461538,0.7307692307692307,3.6153846153846154,0.6923076923076923,0.23076923076923078,0.484,0.484,0.49,0.0,0.721,183,19,94.0,18.0,6.0,76,157,393.0,26,0.0,2.0,76,155
Russ Schoene,1983,6.181818181818182,0.7662337662337663,3.311688311688312,0.3246753246753247,0.2987012987012987,0.476,0.477,0.478,0.25,0.735,476,59,255.0,25.0,23.0,207,435,1222.0,77,1.0,4.0,206,431
Ed Sherod,1983,6.171875,4.859375,2.328125,1.5,0.21875,0.406,0.407,0.417,0.077,0.65,395,311,149.0,96.0,14.0,171,421,1624.0,64,1.0,13.0,170,408
Jose Slaughter,1983,3.5714285714285716,0.8253968253968254,1.0793650793650793,0.5714285714285714,0.1111111111111111,0.374,0.393,0.406,0.22,0.644,225,52,68.0,36.0,7.0,89,238,515.0,63,9.0,41.0,80,197
Derek Smith,1983,2.185185185185185,0.07407407407407407,1.4074074074074074,0.0,0.14814814814814814,0.412,0.412,0.429,0.0,0.68,59,2,38.0,0.0,4.0,21,51,154.0,27,0.0,2.0,21,49
Brook Steppe,1983,3.9516129032258065,1.096774193548387,1.1774193548387097,0.41935483870967744,0.04838709677419355,0.477,0.48,0.491,0.143,0.76,245,68,73.0,26.0,3.0,84,176,606.0,62,1.0,7.0,83,169
Jeff Taylor,1983,3.590909090909091,2.5,1.7727272727272727,0.9090909090909091,0.3409090909090909,0.4,0.4,0.403,0.0,0.652,158,110,78.0,40.0,15.0,64,160,774.0,44,0.0,1.0,64,159
Vince Taylor,1983,3.064516129032258,1.3225806451612903,1.1612903225806452,0.6451612903225806,0.06451612903225806,0.363,0.363,0.363,,0.656,95,41,36.0,20.0,2.0,37,102,321.0,31,0.0,0.0,37,102
Terry Teagle,1983,10.424657534246576,2.0547945205479454,2.6575342465753424,0.726027397260274,0.2465753424657534,0.428,0.434,0.431,0.345,0.696,761,150,194.0,53.0,18.0,332,776,1708.0,73,10.0,29.0,322,747
David Thirdkill,1983,3.9591836734693877,0.7346938775510204,1.469387755102041,0.3877551020408163,0.08163265306122448,0.435,0.438,0.448,0.143,0.577,194,36,72.0,19.0,4.0,74,170,521.0,49,1.0,7.0,73,163
Corny Thompson,1983,2.772727272727273,0.7727272727272727,2.727272727272727,0.2727272727272727,0.1590909090909091,0.314,0.314,0.314,,0.783,122,34,120.0,12.0,7.0,43,137,520.0,44,0.0,0.0,43,137
LaSalle Thompson,1983,5.394366197183099,0.4647887323943662,5.28169014084507,0.5633802816901409,0.8591549295774648,0.512,0.512,0.514,0.0,0.65,383,33,375.0,40.0,61.0,147,287,987.0,71,0.0,1.0,147,286
Darren Tillis,1983,3.230769230769231,0.34615384615384615,2.5,0.15384615384615385,0.5769230769230769,0.42,0.42,0.422,0.0,0.571,168,18,130.0,8.0,30.0,76,181,526.0,52,0.0,1.0,76,180
Linton Townes,1983,4.490909090909091,0.5636363636363636,1.1818181818181819,0.34545454545454546,0.09090909090909091,0.449,0.468,0.459,0.36,0.737,247,31,65.0,19.0,5.0,105,234,516.0,55,9.0,25.0,96,209
Trent Tucker,1983,8.397435897435898,2.5,2.769230769230769,0.717948717948718,0.07692307692307693,0.462,0.473,0.462,0.467,0.672,655,195,216.0,56.0,6.0,299,647,1830.0,78,14.0,30.0,285,617
Bryan Warrick,1983,4.0,2.9302325581395348,1.6046511627906976,0.4883720930232558,0.18604651162790697,0.38,0.38,0.392,0.0,0.737,172,126,69.0,21.0,8.0,65,171,727.0,43,0.0,5.0,65,166
Rory White,1983,4.984615384615385,0.46153846153846156,1.6153846153846154,0.24615384615384617,0.03076923076923077,0.543,0.543,0.545,0.0,0.642,324,30,105.0,16.0,2.0,127,234,626.0,65,0.0,1.0,127,233
Dominique Wilkins*,1983,17.48780487804878,1.5731707317073171,5.829268292682927,1.024390243902439,0.7682926829268293,0.493,0.493,0.495,0.182,0.682,1434,129,478.0,84.0,63.0,601,1220,2697.0,82,2.0,11.0,599,1209
Rickey Williams,1983,3.340909090909091,0.8409090909090909,0.8636363636363636,0.45454545454545453,0.09090909090909091,0.415,0.415,0.424,0.0,0.66,147,37,38.0,20.0,4.0,56,135,346.0,44,0.0,3.0,56,132
Rob Williams,1983,6.95945945945946,4.878378378378378,1.837837837837838,1.2027027027027026,0.16216216216216217,0.408,0.41,0.417,0.133,0.753,515,361,136.0,89.0,12.0,191,468,1443.0,74,2.0,15.0,189,453
James Worthy*,1983,13.415584415584416,1.7142857142857142,5.181818181818182,1.1818181818181819,0.8311688311688312,0.579,0.58,0.581,0.25,0.624,1033,132,399.0,91.0,64.0,447,772,1970.0,77,1.0,4.0,446,768
Jim Zoet,1983,0.2857142857142857,0.14285714285714285,1.1428571428571428,0.14285714285714285,0.42857142857142855,0.2,0.2,0.2,,,2,1,8.0,1.0,3.0,1,5,30.0,7,0.0,0.0,1,5
Ken Austin,1984,1.7142857142857142,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.462,0.462,0.462,,,12,1,3.0,1.0,1.0,6,13,28.0,7,0.0,0.0,6,13
Thurl Bailey,1984,8.54320987654321,1.5925925925925926,5.728395061728395,0.4691358024691358,1.5061728395061729,0.512,0.512,0.512,,0.752,692,129,464.0,38.0,122.0,302,590,2009.0,81,0.0,0.0,302,590
Randy Breuer,1984,2.9473684210526314,0.2982456140350877,1.912280701754386,0.19298245614035087,0.6666666666666666,0.384,0.384,0.384,,0.696,168,17,109.0,11.0,38.0,68,177,472.0,57,0.0,0.0,68,177
Wallace Bryant,1984,4.068965517241379,0.4482758620689655,2.7586206896551726,0.3103448275862069,0.3793103448275862,0.391,0.391,0.391,,0.424,118,13,80.0,9.0,11.0,52,133,317.0,29,0.0,0.0,52,133
Howard Carter,1984,6.218181818181818,1.290909090909091,1.5636363636363637,0.34545454545454546,0.07272727272727272,0.459,0.467,0.471,0.263,0.77,342,71,86.0,19.0,4.0,145,316,688.0,55,5.0,19.0,140,297
Carlos Clark,1984,1.7419354838709677,0.5483870967741935,0.5483870967741935,0.25806451612903225,0.03225806451612903,0.365,0.365,0.38,0.0,0.889,54,17,17.0,8.0,1.0,19,52,127.0,31,0.0,2.0,19,50
Leroy Combs,1984,4.541666666666667,0.7916666666666666,1.1666666666666667,0.4791666666666667,0.375,0.497,0.497,0.506,0.0,0.615,218,38,56.0,23.0,18.0,81,163,446.0,48,0.0,3.0,81,160
Russell Cross,1984,3.688888888888889,0.4888888888888889,1.8222222222222222,0.26666666666666666,0.15555555555555556,0.571,0.571,0.571,,0.418,166,22,82.0,12.0,7.0,64,112,354.0,45,0.0,0.0,64,112
Darren Daye,1984,6.066666666666666,2.3466666666666667,2.506666666666667,0.5066666666666667,0.16,0.441,0.441,0.448,0.0,0.714,455,176,188.0,38.0,12.0,180,408,1174.0,75,0.0,6.0,180,402
Clyde Drexler*,1984,7.658536585365853,1.8658536585365855,2.8658536585365852,1.3048780487804879,0.35365853658536583,0.451,0.452,0.452,0.25,0.728,628,153,235.0,107.0,29.0,252,559,1408.0,82,1.0,4.0,251,555
Craig Ehlo,1984,3.2857142857142856,0.8571428571428571,1.2857142857142858,0.42857142857142855,0.0,0.407,0.407,0.407,,1.0,23,6,9.0,3.0,0.0,11,27,63.0,7,0.0,0.0,11,27
Dale Ellis,1984,8.194029850746269,0.835820895522388,3.7313432835820897,0.6119402985074627,0.13432835820895522,0.456,0.469,0.459,0.414,0.719,549,56,250.0,41.0,9.0,225,493,1059.0,67,12.0,29.0,213,464
Rod Foster,1984,8.3,2.15,1.5,0.675,0.1125,0.448,0.467,0.48,0.262,0.787,664,172,120.0,54.0,9.0,260,580,1424.0,80,22.0,84.0,238,496
John Garris,1984,3.9696969696969697,0.30303030303030304,2.3333333333333335,0.24242424242424243,0.18181818181818182,0.51,0.51,0.51,,0.794,131,10,77.0,8.0,6.0,52,102,267.0,33,0.0,0.0,52,102
Mike Gibson,1984,1.65625,0.28125,2.0625,0.15625,0.21875,0.382,0.382,0.382,,0.647,53,9,66.0,5.0,7.0,21,55,229.0,32,0.0,0.0,21,55
Stewart Granger,1984,4.482142857142857,2.392857142857143,0.9821428571428571,0.42857142857142855,0.0,0.429,0.438,0.437,0.308,0.757,251,134,55.0,24.0,0.0,97,226,738.0,56,4.0,13.0,93,213
Sidney Green,1984,5.204081632653061,0.5102040816326531,3.5510204081632653,0.3673469387755102,0.3469387755102041,0.439,0.439,0.439,,0.714,255,25,174.0,18.0,17.0,100,228,667.0,49,0.0,0.0,100,228
Bob Hansen,1984,2.690909090909091,0.8,0.8727272727272727,0.2727272727272727,0.07272727272727272,0.448,0.448,0.474,0.0,0.643,148,44,48.0,15.0,4.0,65,145,419.0,55,0.0,8.0,65,137
Derek Harper,1984,5.719512195121951,2.9146341463414633,2.097560975609756,1.1585365853658536,0.25609756097560976,0.443,0.447,0.464,0.115,0.673,469,239,172.0,95.0,21.0,200,451,1712.0,82,3.0,26.0,197,425
Roy Hinson,1984,5.4625,0.8625,6.2375,0.3875,1.8125,0.496,0.496,0.496,,0.59,437,69,499.0,31.0,145.0,184,371,1858.0,80,0.0,0.0,184,371
Charles Jones,1984,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.25,1,0,0.0,0.0,0.0,0,1,3.0,1,0.0,0.0,0,1
Mark Jones,1984,1.1666666666666667,0.8333333333333334,0.3333333333333333,0.0,0.0,0.5,0.5,0.6,0.0,0.5,7,5,2.0,0.0,0.0,3,6,16.0,6,0.0,1.0,3,5
Greg Kite,1984,1.8571428571428572,0.2,1.7714285714285714,0.02857142857142857,0.14285714285714285,0.455,0.455,0.455,,0.313,65,7,62.0,1.0,5.0,30,66,197.0,35,0.0,0.0,30,66
Bruce Kuczenski,1984,1.8666666666666667,0.5333333333333333,1.5333333333333334,0.06666666666666667,0.06666666666666667,0.27,0.27,0.27,,0.667,28,8,23.0,1.0,1.0,10,37,119.0,15,0.0,0.0,10,37
Darrell Lockhart,1984,2.0,0.0,1.5,0.0,0.0,1.0,1.0,1.0,,,4,0,3.0,0.0,0.0,2,2,14.0,2,0.0,0.0,2,2
Sidney Lowe,1984,4.153846153846154,3.448717948717949,1.564102564102564,1.1923076923076923,0.0641025641025641,0.413,0.417,0.436,0.111,0.777,324,269,122.0,93.0,5.0,107,259,1238.0,78,2.0,18.0,105,241
Jeff Malone,1984,12.123456790123457,1.8641975308641976,1.9135802469135803,0.2839506172839506,0.16049382716049382,0.444,0.458,0.455,0.324,0.826,982,151,155.0,23.0,13.0,408,918,1976.0,81,24.0,74.0,384,844
Pace Mannion,1984,2.1228070175438596,0.8245614035087719,1.0350877192982457,0.43859649122807015,0.03508771929824561,0.397,0.409,0.416,0.231,0.783,121,47,59.0,25.0,2.0,50,126,469.0,57,3.0,13.0,47,113
Rodney McCray,1984,10.79746835443038,2.2278481012658227,5.69620253164557,0.6708860759493671,0.6835443037974683,0.499,0.499,0.5,0.25,0.731,853,176,450.0,53.0,54.0,335,672,2081.0,79,1.0,4.0,334,668
Scooter McCray,1984,2.74468085106383,0.9361702127659575,2.4468085106382977,0.23404255319148937,0.40425531914893614,0.388,0.388,0.388,,0.7,129,44,115.0,11.0,19.0,47,121,520.0,47,0.0,0.0,47,121
Larry Micheaux,1984,3.051282051282051,0.48717948717948717,2.8974358974358974,0.5384615384615384,0.28205128205128205,0.544,0.544,0.544,,0.538,119,19,113.0,21.0,11.0,49,90,332.0,39,0.0,0.0,49,90
Bob Miller,1984,2.0,0.5,2.5,0.0,0.5,0.667,0.667,0.667,,,4,1,5.0,0.0,1.0,2,3,8.0,2,0.0,0.0,2,3
John Paxson,1984,2.8979591836734695,3.0408163265306123,0.673469387755102,0.20408163265306123,0.04081632653061224,0.445,0.46,0.496,0.182,0.615,142,149,33.0,10.0,2.0,61,137,458.0,49,4.0,22.0,57,115
John Pinone,1984,2.857142857142857,0.42857142857142855,1.4285714285714286,0.2857142857142857,0.14285714285714285,0.538,0.538,0.538,,0.6,20,3,10.0,2.0,1.0,7,13,65.0,7,0.0,0.0,7,13
Tom Piotrowski,1984,1.6666666666666667,0.2777777777777778,0.8888888888888888,0.05555555555555555,0.16666666666666666,0.462,0.462,0.462,,1.0,30,5,16.0,1.0,3.0,12,26,78.0,18,0.0,0.0,12,26
Leo Rautins,1984,1.7142857142857142,1.0357142857142858,1.1785714285714286,0.32142857142857145,0.07142857142857142,0.362,0.362,0.362,,0.6,48,29,33.0,9.0,2.0,21,58,196.0,28,0.0,0.0,21,58
Doc Rivers,1984,9.345679012345679,3.876543209876543,2.7160493827160495,1.5679012345679013,0.37037037037037035,0.462,0.464,0.469,0.167,0.785,757,314,220.0,127.0,30.0,250,541,1938.0,81,2.0,12.0,248,529
